deal_id,crm_account_key,account_name,record_type,correction_reason,close_date,contract_start_date,industry,employee_band,region,plan,sales_rep,acquisition_channel,gross_contract_value_eur,contract_value_eur,discount_pct,closed_mrr_eur,sales_fit_score,beta_feature_promised,beta_feature_category
DEAL-000122-00,ACC-000122,PossiblePage Account 0122,Original,,2025-08-09,2025-08-30,Nonprofit,11-50,Italy,Growth,Luca Serra,Inbound Demo,17017.48,15916.96,0.0647,1326.41,76.5,FALSE,
DEAL-000123-00,ACC-000123,PossiblePage Account 0123,Original,,2025-07-12,2025-07-22,Software,51-200,Italy,Enterprise,Nina Poli,Outbound,153123.59,134175.06,0.1237,11181.25,56.2,FALSE,
DEAL-000124-00,ACC-000124,PossiblePage Account 0124,Original,,2025-02-05,2025-02-16,Retail,51-200,Italy,Starter,Giulia Neri,Webinar,6358.85,5842.2,0.0813,486.85,94.3,FALSE,
DEAL-000125-00,ACC-000125,PossiblePage Account 0125,Original,,2025-11-24,2025-11-26,Manufacturing,201-1000,Germany,Starter,Marco Riva,Inbound Demo,6007.06,5415.95,0.0984,451.33,71.0,FALSE,
DEAL-000126-00,ACC 000126,PossiblePage Account 0126,Original,,2025-09-27,2025-10-23,Financial Services,51-200,Spain,Scale,Marco Riva,Outbound,63259.13,52412.93,0.1715,4367.74,63.9,TRUE,CRM sync
DEAL-000127-00,ACC-000127,PossiblePage Account 0127,Original,,2025-05-03,2025-05-30,Software,1-10,Nordics,Scale,Sara Villa,Inbound Demo,49891.66,45194.59,0.0941,3766.22,62.0,FALSE,
DEAL-000128-00, ACC-000128 ,PossiblePage Account 0128,Original,,2025-10-13,2025-10-23,Financial Services,1-10,Italy,Scale,Riccardo Leone,Inbound Demo,68113.42,64964.84,0.0462,5413.74,56.8,FALSE,
DEAL-000129-00,ACC-000129,PossiblePage Account 0129,Original,,2025-11-07,2025-11-16,Manufacturing,11-50,Italy,Enterprise,Sara Villa,Outbound,126132.74,106661.49,0.1544,8888.46,75.0,FALSE,
DEAL-000130-00,ACC 000130,PossiblePage Account 0130,Original,,2025-11-23,2025-11-26,Retail,11-50,Italy,Starter,Marta Fabbri,Paid Search,7048.03,6191.98,0.1215,516.0,60.8,TRUE,Beta checkout
DEAL-000131-00,ACC-000131,PossiblePage Account 0131,Original,,2025-06-30,2025-07-26,Software,51-200,Italy,Starter,Arianna Galli,Paid Search,4824.83,4337.01,0.1011,361.42,79.7,FALSE,
DEAL-000132-00,acc-000132,PossiblePage Account 0132,Original,,2025-08-28,2025-09-12,Healthcare,1000+,Spain,Growth,Elena Costa,Inbound Demo,14128.11,13165.88,0.0681,1097.16,95.0,FALSE,
DEAL-000133-00,ACC-000133,PossiblePage Account 0133,Original,,2025-10-11,2025-11-09,Software,1-10,Nordics,Growth,Arianna Galli,Inbound Demo,11868.72,9839.97,0.1709,820.0,80.9,FALSE,
DEAL-000134-00, ACC-000134 ,PossiblePage Account 0134,Original,,2025-10-23,2025-11-20,Nonprofit,201-1000,Germany,Scale,Luca Serra,Partner,33523.56,29364.05,0.1241,2447.0,34.3,FALSE,
DEAL-000135-00,ACC-000135,PossiblePage Account 0135,Original,,2025-10-12,2025-10-21,Professional Services,1-10,Germany,Growth,Giulia Neri,Outbound,16844.44,13734.83,0.1846,1144.57,61.1,FALSE,
DEAL-000136-00, ACC-000136 ,PossiblePage Account 0136,Original,,2025-05-28,2025-06-13,Healthcare,1-10,United Kingdom,Growth,Riccardo Leone,Inbound Demo,24179.32,20630.02,0.1468,1719.17,56.6,FALSE,
DEAL-000137-00,ACC-000137,PossiblePage Account 0137,Original,,2025-12-14,2025-12-19,Nonprofit,11-50,Spain,Starter,Marco Riva,Webinar,7564.1,5905.24,0.2193,492.1,43.5,FALSE,
DEAL-000138-00,ACC 000138,PossiblePage Account 0138,Original,,2025-06-15,2025-06-29,Retail,1-10,Italy,Starter,Sara Villa,Inbound Demo,5960.23,4774.66,0.1989,397.89,34.5,TRUE,Beta checkout
DEAL-000139-00,ACC-000139,PossiblePage Account 0139,Original,,2025-07-22,2025-08-09,Software,11-50,Spain,Scale,Marta Fabbri,Inbound Demo,37257.43,33846.73,0.0915,2820.56,66.4,FALSE,
DEAL-000140-00,acc-000140,PossiblePage Account 0140,Original,,2025-08-16,2025-08-17,Education,11-50,Italy,Scale,Sara Villa,Partner,38827.48,37488.16,0.0345,3124.01,85.6,FALSE,
DEAL-000141-00, ACC-000141 ,PossiblePage Account 0141,Original,,2025-02-14,2025-02-20,Financial Services,51-200,Italy,Growth,Marco Riva,Outbound,9820.43,9403.2,0.0425,783.6,95.1,FALSE,
DEAL-000142-00,ACC 000142,PossiblePage Account 0142,Original,,2025-10-11,2025-11-08,Professional Services,51-200,France,Starter,Sara Villa,Paid Search,3899.78,3332.07,0.1456,277.67,57.1,FALSE,
DEAL-000143-00, ACC-000143 ,PossiblePage Account 0143,Original,,2025-07-16,2025-08-04,Nonprofit,51-200,Germany,Growth,Elena Costa,Inbound Demo,22051.34,20812.88,0.0562,1734.41,74.7,FALSE,
DEAL-000144-00, ACC-000144 ,PossiblePage Account 0144,Original,,2025-11-30,2025-12-28,Financial Services,51-200,Italy,Enterprise,Marco Riva,Outbound,115048.4,102591.96,0.1083,8549.33,72.9,FALSE,
DEAL-000145-00,ACC-000145,PossiblePage Account 0145,Original,,2025-11-28,2025-11-29,Software,11-50,Italy,Growth,Luca Serra,Referral,18927.91,17701.27,0.0648,1475.11,92.4,FALSE,
DEAL-000146-00,ACC-000146,PossiblePage Account 0146,Original,,2025-12-17,2026-01-08,Education,11-50,Italy,Growth,Marco Riva,Partner,21533.32,18940.84,0.1204,1578.4,26.2,FALSE,
DEAL-000147-00, ACC-000147 ,PossiblePage Account 0147,Original,,2025-06-30,2025-07-23,Healthcare,1000+,Spain,Scale,Luca Serra,Inbound Demo,31365.8,27673.08,0.1177,2306.09,89.6,FALSE,
DEAL-000148-00,ACC-000148,PossiblePage Account 0148,Original,,2025-05-31,2025-06-19,Software,51-200,Italy,Growth,Giulia Neri,Outbound,11900.54,9885.88,0.1693,823.82,36.9,TRUE,Beta checkout
DEAL-000149-00,ACC-000149,PossiblePage Account 0149,Original,,2025-11-19,2025-12-07,Education,11-50,Italy,Growth,Giulia Neri,Partner,20152.35,18812.46,0.0665,1567.7,88.8,FALSE,
DEAL-000150-00, ACC-000150 ,PossiblePage Account 0150,Original,,2025-09-24,2025-09-27,Retail,1-10,Nordics,Starter,Pietro Mancini,Referral,3334.43,3038.57,0.0887,253.21,74.2,FALSE,
DEAL-000151-00,ACC 000151,PossiblePage Account 0151,Original,,2025-01-04,2025-01-27,Financial Services,1000+,Italy,Growth,Nina Poli,Paid Search,20819.13,17949.6,0.1378,1495.8,32.8,FALSE,
DEAL-000152-00,ACC 000152,PossiblePage Account 0152,Original,,2025-07-14,2025-08-05,Professional Services,11-50,United Kingdom,Scale,Luca Serra,Webinar,61538.64,53186.08,0.1357,4432.17,45.8,FALSE,
DEAL-000153-00,ACC 000153,PossiblePage Account 0153,Original,,2025-12-26,2026-01-10,Hospitality,1000+,Italy,Starter,Marta Fabbri,Paid Search,8395.0,7991.18,0.0481,665.93,62.4,FALSE,
DEAL-000154-00,ACC-000154,PossiblePage Account 0154,Original,,2025-10-30,2025-11-09,Manufacturing,11-50,Netherlands,Scale,Nina Poli,Referral,56562.8,52458.27,0.0726,4371.52,70.1,TRUE,AI page builder
DEAL-000155-00, ACC-000155 ,PossiblePage Account 0155,Original,,2025-01-16,2025-01-30,Retail,201-1000,Nordics,Growth,Giulia Neri,Paid Search,13985.51,12813.06,0.0838,1067.75,65.6,TRUE,Advanced integrations
DEAL-000156-00,ACC-000156,PossiblePage Account 0156,Original,,2025-12-08,2025-12-15,Software,1000+,Italy,Scale,Luca Serra,Partner,51764.4,43498.17,0.1597,3624.85,27.0,FALSE,
DEAL-000157-00,ACC-000157,PossiblePage Account 0157,Original,,2025-08-16,2025-09-10,Software,1-10,Germany,Scale,Riccardo Leone,Inbound Demo,35866.15,33251.36,0.0729,2770.95,57.4,FALSE,
DEAL-000158-00,ACC-000158,PossiblePage Account 0158,Original,,2025-12-16,2025-12-17,Manufacturing,11-50,Italy,Enterprise,Giulia Neri,Outbound,166310.55,141931.72,0.1466,11827.64,71.1,FALSE,
DEAL-000159-00,ACC-000159,PossiblePage Account 0159,Original,,2025-05-10,2025-06-07,Hospitality,1-10,Italy,Growth,Sara Villa,Partner,10553.04,9607.99,0.0896,800.67,68.1,FALSE,
DEAL-000160-00, ACC-000160 ,PossiblePage Account 0160,Original,,2025-06-14,2025-07-08,Retail,51-200,Nordics,Starter,Arianna Galli,Partner,5204.79,4723.02,0.0926,393.59,46.5,FALSE,
DEAL-000161-00, ACC-000161 ,PossiblePage Account 0161,Original,,2025-09-14,2025-10-13,Financial Services,51-200,Spain,Growth,Giulia Neri,Inbound Demo,10439.73,8911.2,0.1464,742.6,60.5,FALSE,
DEAL-000162-00,ACC 000162,PossiblePage Account 0162,Original,,2025-10-04,2025-10-22,Financial Services,1-10,Italy,Starter,Pietro Mancini,Outbound,4476.3,4341.06,0.0302,361.76,69.2,FALSE,
DEAL-000163-00,ACC-000163,PossiblePage Account 0163,Original,,2025-10-26,2025-11-02,Financial Services,201-1000,Germany,Starter,Giulia Neri,Paid Search,6935.25,5844.03,0.1573,487.0,64.4,TRUE,Advanced integrations
DEAL-000164-00,acc-000164,PossiblePage Account 0164,Original,,2025-04-10,2025-04-29,Software,11-50,United Kingdom,Scale,Pietro Mancini,Webinar,43168.39,40559.93,0.0604,3379.99,80.1,FALSE,
DEAL-000165-00, ACC-000165 ,PossiblePage Account 0165,Original,,2025-12-06,2025-12-23,Financial Services,201-1000,Italy,Starter,Pietro Mancini,Partner,6621.26,5536.16,0.1639,461.35,66.3,TRUE,Dynamic forms
DEAL-000166-00,acc-000166,PossiblePage Account 0166,Original,,2025-09-15,2025-10-11,Professional Services,51-200,Nordics,Scale,Luca Serra,Outbound,54170.96,42725.31,0.2113,3560.44,41.2,TRUE,AI page builder
DEAL-000167-00,ACC-000167,PossiblePage Account 0167,Original,,2025-04-25,2025-04-25,Hospitality,1-10,Spain,Growth,Luca Serra,Webinar,22725.72,22725.72,0,1893.81,95.8,FALSE,
DEAL-000168-00, ACC-000168 ,PossiblePage Account 0168,Original,,2025-10-04,2025-10-18,Healthcare,201-1000,Italy,Growth,Marta Fabbri,Paid Search,12661.61,11975.56,0.0542,997.96,59.0,FALSE,
DEAL-000169-00,ACC-000169,PossiblePage Account 0169,Original,,2025-01-01,2025-01-17,Healthcare,51-200,Spain,Growth,Luca Serra,Partner,18271.03,16305.18,0.1076,1358.77,25.0,FALSE,
DEAL-000170-00, ACC-000170 ,PossiblePage Account 0170,Original,,2025-09-16,2025-09-26,Software,11-50,Germany,Scale,Luca Serra,Webinar,33990.76,33017.54,0.0286,2751.46,71.5,FALSE,
DEAL-000171-00,ACC-000171,PossiblePage Account 0171,Original,,2025-03-02,2025-03-09,Education,1-10,United Kingdom,Growth,Marta Fabbri,Outbound,22515.02,19174.07,0.1484,1597.84,62.1,FALSE,
DEAL-000172-00,ACC-000172,PossiblePage Account 0172,Original,,2025-06-20,2025-07-03,Healthcare,1000+,United Kingdom,Growth,Arianna Galli,Inbound Demo,17549.96,15023.49,0.144,1251.96,25.8,FALSE,
DEAL-000173-00,ACC-000173,PossiblePage Account 0173,Original,,2025-05-14,2025-05-17,Manufacturing,51-200,United Kingdom,Growth,Elena Costa,Referral,14249.46,11923.25,0.1632,993.6,79.6,TRUE,Dynamic forms
DEAL-000173-01,acc-000173,PossiblePage Account 0173,Correction,SalesOps value correction,2025-05-15,2025-05-17,Manufacturing,51-200,United Kingdom,Growth,Elena Costa,Referral,14736.06,12328.2,0.2573,1027.35,79.6,TRUE,Dynamic forms
DEAL-000174-00,ACC-000174,PossiblePage Account 0174,Original,,2025-07-11,2025-07-27,Retail,1-10,France,Starter,Elena Costa,Inbound Demo,3505.84,3113.98,0.1118,259.5,55.1,FALSE,
DEAL-000175-00, ACC-000175 ,PossiblePage Account 0175,Original,,2025-05-12,2025-05-30,Nonprofit,51-200,United Kingdom,Scale,Giulia Neri,Referral,67422.76,59494.8,0.1176,4957.9,58.6,TRUE,Advanced integrations
DEAL-000176-00, ACC-000176 ,PossiblePage Account 0176,Original,,2025-10-20,2025-10-27,Professional Services,201-1000,France,Starter,Riccardo Leone,Inbound Demo,5220.31,4948.33,0.0521,412.36,76.4,FALSE,
DEAL-000177-00,ACC-000177,PossiblePage Account 0177,Original,,2025-02-28,2025-03-14,Healthcare,51-200,Germany,Starter,Sara Villa,Webinar,7749.42,7300.09,0.058,608.34,86.5,FALSE,
DEAL-000178-00,ACC 000178,PossiblePage Account 0178,Original,,2025-03-25,2025-04-03,Healthcare,11-50,Nordics,Starter,Riccardo Leone,Referral,7737.44,7219.33,0.067,601.61,86.0,FALSE,
DEAL-000179-00,acc-000179,PossiblePage Account 0179,Original,,2025-02-11,2025-03-12,Education,1000+,Italy,Starter,Marta Fabbri,Outbound,3176.93,2594.53,0.1833,216.21,40.8,TRUE,Dynamic forms
DEAL-000180-00, ACC-000180 ,PossiblePage Account 0180,Original,,2025-07-26,2025-08-02,Real Estate,11-50,Italy,Enterprise,Sara Villa,Inbound Demo,169442.12,147647.83,0.1286,12303.99,73.5,FALSE,
DEAL-000181-00, ACC-000181 ,PossiblePage Account 0181,Original,,2025-12-19,2025-12-30,Healthcare,51-200,Germany,Growth,Sara Villa,Webinar,12601.77,11636.98,0.0766,969.75,63.5,FALSE,
DEAL-000182-00,ACC-000182,PossiblePage Account 0182,Original,,2025-06-21,2025-06-25,Financial Services,51-200,Italy,Scale,Sara Villa,Outbound,66458.83,58087.67,0.126,4840.64,76.0,FALSE,
DEAL-000182-01, ACC-000182 ,PossiblePage Account 0182,Correction,SalesOps value correction,2025-06-25,2025-06-25,Financial Services,51-200,Italy,Scale,Sara Villa,Outbound,67880.07,56429.92,0.0898,4702.49,76.0,FALSE,
DEAL-000183-00,ACC-000183,PossiblePage Account 0183,Original,,2025-09-22,2025-10-17,Nonprofit,1-10,France,Scale,Pietro Mancini,Inbound Demo,52884.54,47641.39,0.0991,3970.12,59.6,FALSE,
DEAL-000184-00,ACC 000184,PossiblePage Account 0184,Original,,2025-11-25,2025-12-14,Real Estate,11-50,Italy,Starter,Sara Villa,Partner,6516.28,5138.39,0.2115,428.2,34.9,TRUE,CRM sync
DEAL-000185-00,ACC-000185,PossiblePage Account 0185,Original,,2025-01-21,2025-01-24,Professional Services,51-200,Italy,Growth,Marco Riva,Outbound,10905.67,9530.28,0.1261,794.19,88.1,FALSE,
DEAL-000186-00, ACC-000186 ,PossiblePage Account 0186,Original,,2025-01-26,2025-02-12,Financial Services,51-200,Italy,Scale,Luca Serra,Outbound,64682.94,53115.78,0.1788,4426.31,70.6,FALSE,
DEAL-000187-00,ACC-000187,PossiblePage Account 0187,Original,,2025-02-20,2025-03-12,Financial Services,51-200,Netherlands,Starter,Marco Riva,Outbound,4697.43,4451.4,0.0524,370.95,69.2,FALSE,
DEAL-000188-00,ACC-000188,PossiblePage Account 0188,Original,,2025-12-25,2026-01-15,Nonprofit,11-50,United Kingdom,Growth,Elena Costa,Inbound Demo,17551.83,14764.5,0.1588,1230.38,40.3,TRUE,Dynamic forms
DEAL-000189-00, ACC-000189 ,PossiblePage Account 0189,Original,,2025-07-30,2025-08-26,Software,201-1000,Italy,Enterprise,Arianna Galli,Webinar,150484.95,138411.52,0.0802,11534.29,38.3,FALSE,
DEAL-000190-00,ACC-000190,PossiblePage Account 0190,Original,,2025-04-30,2025-05-13,Professional Services,11-50,France,Growth,Marta Fabbri,Outbound,24157.36,20497.83,0.1515,1708.15,63.6,FALSE,
DEAL-000191-00,ACC-000191,PossiblePage Account 0191,Original,,2025-10-16,2025-11-06,Financial Services,51-200,Italy,Enterprise,Riccardo Leone,Paid Search,148956.67,148956.67,0,12413.06,65.0,FALSE,
DEAL-000192-00, ACC-000192 ,PossiblePage Account 0192,Original,,2025-04-18,2025-04-24,Software,1-10,United Kingdom,Growth,Arianna Galli,Inbound Demo,9793.59,9283.9,0.052,773.66,74.3,FALSE,
DEAL-000193-00,ACC-000193,PossiblePage Account 0193,Original,,2025-08-13,2025-09-02,Professional Services,51-200,Spain,Growth,Marco Riva,Partner,21982.89,19133.24,0.1296,1594.44,67.0,FALSE,
DEAL-000194-00,ACC-000194,PossiblePage Account 0194,Original,,2025-07-17,2025-08-02,Professional Services,51-200,Italy,Growth,Arianna Galli,Webinar,15678.05,13139.1,0.1619,1094.92,94.1,TRUE,CRM sync
DEAL-000195-00,ACC-000195,PossiblePage Account 0195,Original,,2025-10-28,2025-11-19,Real Estate,51-200,Germany,Growth,Sara Villa,Referral,9114.35,8282.88,0.0912,690.24,47.8,FALSE,
DEAL-000196-00, ACC-000196 ,PossiblePage Account 0196,Original,,2025-06-11,2025-06-28,Software,1-10,Italy,Scale,Marco Riva,Inbound Demo,61154.09,56757.38,0.0719,4729.78,75.4,FALSE,
DEAL-000197-00, ACC-000197 ,PossiblePage Account 0197,Original,,2025-04-13,2025-04-29,Real Estate,1-10,Italy,Enterprise,Riccardo Leone,Inbound Demo,96316.69,88063.85,0.0857,7338.65,56.0,FALSE,
DEAL-000198-00,ACC 000198,PossiblePage Account 0198,Original,,2025-12-23,2026-01-06,Software,51-200,Nordics,Starter,Arianna Galli,Inbound Demo,4373.88,3754.83,0.1415,312.9,61.2,FALSE,
DEAL-000199-00,ACC-000199,PossiblePage Account 0199,Original,,2025-11-13,2025-12-12,Manufacturing,11-50,Spain,Starter,Marta Fabbri,Inbound Demo,3307.05,3130.1,0.0535,260.84,73.3,FALSE,
DEAL-000200-00,ACC 000200,PossiblePage Account 0200,Original,,2025-01-27,2025-02-25,Manufacturing,51-200,Nordics,Starter,Elena Costa,Inbound Demo,5419.41,4747.13,0.1241,395.59,68.8,FALSE,
DEAL-000201-00,ACC-000201,PossiblePage Account 0201,Original,,2025-06-09,2025-06-27,Healthcare,11-50,Germany,Growth,Marco Riva,Outbound,25630.64,24482.53,0.0448,2040.21,67.7,FALSE,
DEAL-000202-00, ACC-000202 ,PossiblePage Account 0202,Original,,2025-03-07,2025-03-19,Manufacturing,11-50,United Kingdom,Scale,Marco Riva,Referral,45686.5,38724.66,0.1524,3227.06,32.7,FALSE,
DEAL-000203-00, ACC-000203 ,PossiblePage Account 0203,Original,,2025-06-04,2025-06-22,Real Estate,11-50,Italy,Growth,Marco Riva,Outbound,13250.19,10799.51,0.185,899.96,49.3,TRUE,Beta checkout
DEAL-000204-00,ACC-000204,PossiblePage Account 0204,Original,,2025-11-30,2025-12-25,Manufacturing,201-1000,Nordics,Growth,Marco Riva,Inbound Demo,16949.08,15136.38,0.1069,1261.37,87.4,FALSE,
DEAL-000205-00,ACC-000205,PossiblePage Account 0205,Original,,2025-08-16,2025-09-12,Manufacturing,201-1000,Italy,Starter,Nina Poli,Outbound,2847.0,2340.95,0.1777,195.08,60.9,FALSE,
DEAL-000206-00,ACC-000206,PossiblePage Account 0206,Original,,2025-07-02,2025-07-29,Software,11-50,Germany,Growth,Luca Serra,Inbound Demo,17146.31,15212.3,0.1128,1267.69,60.6,TRUE,Advanced integrations
DEAL-000207-00,acc-000207,PossiblePage Account 0207,Original,,2025-11-18,2025-11-30,Nonprofit,11-50,Italy,Starter,Riccardo Leone,Inbound Demo,3473.03,2771.86,0.2019,230.99,49.7,TRUE,Dynamic forms
DEAL-000208-00, ACC-000208 ,PossiblePage Account 0208,Original,,2025-03-04,2025-03-05,Software,11-50,Spain,Growth,Marco Riva,Partner,21436.47,19980.25,0.0679,1665.02,86.3,FALSE,
DEAL-000209-00,ACC-000209,PossiblePage Account 0209,Original,,2025-02-06,2025-02-28,Retail,201-1000,Spain,Starter,Elena Costa,Partner,4035.02,3692.83,0.0848,307.74,94.3,FALSE,
DEAL-000210-00,ACC 000210,PossiblePage Account 0210,Original,,2025-12-30,2026-01-20,Financial Services,11-50,Italy,Growth,Riccardo Leone,Partner,16063.92,14675.86,0.0864,1222.99,95.1,FALSE,
DEAL-000211-00,ACC-000211,PossiblePage Account 0211,Original,,2025-02-12,2025-02-24,Software,1-10,Italy,Growth,Sara Villa,Partner,11725.56,10423.03,0.1111,868.59,52.0,FALSE,
DEAL-000212-00,ACC-000212,PossiblePage Account 0212,Original,,2025-12-03,2025-12-18,Financial Services,51-200,Italy,Growth,Sara Villa,Paid Search,19934.33,18546.75,0.0696,1545.56,56.2,TRUE,AI page builder
DEAL-000213-00, ACC-000213 ,PossiblePage Account 0213,Original,,2025-08-08,2025-08-27,Professional Services,201-1000,France,Growth,Pietro Mancini,Referral,17297.24,16264.95,0.0597,1355.41,66.1,FALSE,
DEAL-000214-00,ACC-000214,PossiblePage Account 0214,Original,,2025-03-13,2025-03-18,Manufacturing,1000+,Nordics,Growth,Marco Riva,Paid Search,10935.59,10507.08,0.0392,875.59,96.3,FALSE,
DEAL-000215-00,acc-000215,PossiblePage Account 0215,Original,,2025-05-06,2025-06-02,Education,11-50,Italy,Growth,Marco Riva,Webinar,12610.29,11560.89,0.0832,963.41,74.7,FALSE,
DEAL-000216-00,acc-000216,PossiblePage Account 0216,Original,,2025-05-02,2025-05-08,Healthcare,201-1000,Spain,Starter,Nina Poli,Inbound Demo,4759.14,4268.29,0.1031,355.69,84.1,FALSE,
DEAL-000217-00,ACC-000217,PossiblePage Account 0217,Original,,2025-06-07,2025-06-22,Financial Services,11-50,Italy,Growth,Sara Villa,Inbound Demo,17665.6,15285.62,0.1347,1273.8,55.5,TRUE,Beta checkout
DEAL-000218-00,ACC 000218,PossiblePage Account 0218,Original,,2025-01-30,2025-02-26,Hospitality,11-50,Italy,Growth,Pietro Mancini,Referral,21674.81,20433.87,0.0573,1702.82,73.1,FALSE,
DEAL-000219-00,acc-000219,PossiblePage Account 0219,Original,,2025-12-28,2026-01-04,Professional Services,11-50,Italy,Growth,Pietro Mancini,Inbound Demo,13507.66,12124.84,0.1024,1010.4,63.3,FALSE,
DEAL-000220-00, ACC-000220 ,PossiblePage Account 0220,Original,,2025-02-25,2025-03-12,Education,11-50,Spain,Growth,Luca Serra,Outbound,16686.88,15472.94,0.0727,1289.41,77.5,FALSE,
DEAL-000221-00,ACC-000221,PossiblePage Account 0221,Original,,2025-04-27,2025-05-01,Professional Services,51-200,Germany,Starter,Marta Fabbri,Paid Search,3452.61,2800.2,0.189,233.35,45.0,TRUE,Beta checkout
DEAL-000222-00,ACC-000222,PossiblePage Account 0222,Original,,2025-04-30,2025-05-03,Healthcare,11-50,Netherlands,Starter,Marta Fabbri,Outbound,8573.98,7473.7,0.1283,622.81,85.9,FALSE,
DEAL-000223-00,acc-000223,PossiblePage Account 0223,Original,,2025-12-16,2026-01-01,Nonprofit,1-10,Italy,Starter,Marco Riva,Outbound,6040.16,5083.78,0.1583,423.65,74.0,FALSE,
DEAL-000224-00, ACC-000224 ,PossiblePage Account 0224,Original,,2025-03-07,2025-03-31,Software,201-1000,Germany,Growth,Luca Serra,Paid Search,21549.07,18697.77,0.1323,1558.15,35.8,FALSE,
DEAL-000225-00,ACC-000225,PossiblePage Account 0225,Original,,2025-01-03,2025-01-03,Financial Services,201-1000,Nordics,Starter,Luca Serra,Outbound,8117.23,7041.12,0.1326,586.76,67.6,FALSE,
DEAL-000226-00,ACC-000226,PossiblePage Account 0226,Original,,2025-02-23,2025-03-04,Manufacturing,11-50,Nordics,Starter,Elena Costa,Partner,5241.34,4434.07,0.154,369.51,56.3,TRUE,CRM sync
DEAL-000227-00,ACC-000227,PossiblePage Account 0227,Original,,2025-09-02,2025-09-17,Retail,1-10,Germany,Starter,Pietro Mancini,Outbound,7640.08,6022.75,0.2117,501.9,35.7,TRUE,AI page builder
DEAL-000228-00, ACC-000228 ,PossiblePage Account 0228,Original,,2025-08-29,2025-09-06,Software,11-50,Germany,Scale,Riccardo Leone,Webinar,47924.7,38498.29,0.1967,3208.19,42.8,FALSE,
DEAL-000229-00,ACC-000229,PossiblePage Account 0229,Original,,2025-04-21,2025-05-16,Retail,11-50,Germany,Growth,Marta Fabbri,Outbound,11170.38,8879.92,0.205,739.99,31.7,FALSE,
DEAL-000230-00, ACC-000230 ,PossiblePage Account 0230,Original,,2025-09-28,2025-10-24,Nonprofit,201-1000,United Kingdom,Starter,Marco Riva,Outbound,5361.76,4650.89,0.1326,387.57,79.3,FALSE,
