ticket_id,support_account_key,created_date,ticket_category,priority,first_response_hours,resolution_hours,support_csat,channel
TKT-000311,ACC 000092,2026-07-15,Beta feature,Low,4.08,20.35,3.6,Chat
TKT-000312, ACC-000092 ,2026-01-30,Performance,High,16.36,17.8,4.4,Email
TKT-000313,ACC-000092,2025-11-30,Performance,High,21.65,68.45,3.3,Chat
TKT-000314,ACC-000093,2026-11-28,Billing,High,33.4,72.2,2.6,Email
TKT-000315,acc-000093,2026-11-11,Integration,High,32.64,85.17,2.0,Phone
TKT-000316,ACC-000093,2026-12-08,Onboarding,Urgent,19.61,72.54,2.7,Email
TKT-000317,acc-000093,2026-05-21,Onboarding,Medium,15.47,51.4,2.5,Chat
TKT-000318,ACC-000094,2026-09-05,Billing,Medium,13.93,34.11,4.8,Email
TKT-000319,ACC-000094,2025-11-05,Beta feature,Medium,15.11,50.95,4.2,Email
TKT-000320,ACC-000095,2025-12-19,Performance,Medium,6.66,33.76,2.9,Chat
TKT-000321,ACC-000095,2026-07-17,Bug,Medium,18.7,53.64,3.6,Chat
TKT-000322,ACC-000095,2026-04-24,Beta feature,Low,14.09,48.73,4.4,Chat
TKT-000323,ACC-000097,2026-03-06,Beta feature,Urgent,26.11,69.57,2.8,Chat
TKT-000324,ACC-000097,2025-08-11,Billing,Urgent,29.49,69.45,1.2,Help Center
TKT-000325,ACC 000097,2025-12-22,Onboarding,Medium,27.33,73.87,2.2,Chat
TKT-000326,ACC-000097,2025-08-28,Integration,Medium,12.21,45.18,4.1,Chat
TKT-000327,acc-000098,2025-08-13,Performance,Medium,4.83,27.86,5,Help Center
TKT-000328,ACC 000098,2025-07-06,Onboarding,Low,5.86,40.37,5,Email
TKT-000329,acc-000098,2025-05-18,Performance,Medium,7.58,35.37,4.3,Email
TKT-000330,ACC-000098,2025-09-29,Bug,Medium,15.64,52.25,4.0,Email
TKT-000331,ACC-000098,2025-10-19,Performance,Low,9.82,38.66,3.8,Email
TKT-000332,acc-000098,2026-02-03,Billing,Medium,18.31,39.46,2.9,Email
TKT-000333,ACC-000099,2025-09-02,Performance,Medium,19.09,50.23,2.4,Email
TKT-000334,ACC-000099,2026-01-30,Integration,High,29.71,76.44,3.2,Email
TKT-000335,acc-000100,2025-02-16,Onboarding,Medium,2.54,24.11,3.5,Help Center
TKT-000336,acc-000100,2025-06-25,Billing,Low,3.28,4.28,5,Phone
TKT-000337,ACC-000100,2025-04-23,Bug,High,15.58,65.98,4.0,Email
TKT-000338,ACC-000101,2026-01-05,Bug,Low,2.73,17.46,4.7,Chat
TKT-000339,ACC 000101,2026-10-28,Performance,Medium,9.46,34.64,4.0,Chat
TKT-000340,acc-000101,2026-06-08,Billing,Medium,2.85,11.34,3.6,Help Center
TKT-000341,ACC 000102,2026-10-17,Bug,Medium,7.28,24.21,4.0,Email
TKT-000342, ACC-000102 ,2025-11-24,Onboarding,Medium,9.67,43.93,4.4,Chat
TKT-000343,ACC-000102,2026-03-16,Onboarding,Low,3.05,39.82,3.6,Email
TKT-000344,ACC 000103,2026-04-21,Onboarding,High,14.33,48.85,3.8,Help Center
TKT-000345,ACC 000103,2026-08-08,Billing,Medium,9.33,27.67,4.8,Email
TKT-000346,ACC-000103,2026-10-08,Billing,High,22.6,55.38,3.9,Email
TKT-000347,ACC-000103,2026-03-28,Performance,Low,8.14,22.09,5,Email
TKT-000348,acc-000103,2026-03-01,Bug,Medium,3.27,11.1,3.0,Email
TKT-000349,ACC-000104,2025-06-05,Onboarding,Low,11.45,12.45,3.7,Email
TKT-000350,ACC-000104,2025-11-27,Beta feature,Medium,16.19,73.82,5,Chat
TKT-000351,ACC-000104,2025-07-12,Beta feature,Medium,12.63,72.15,5,Email
TKT-000352,ACC-000104,2025-08-26,Onboarding,High,18.95,52.35,4.1,Phone
TKT-000353,acc-000105,2026-04-02,Billing,Medium,13.65,66.8,4.0,Phone
TKT-000354, ACC-000105 ,2025-09-26,Bug,Medium,18.2,53.24,3.9,Help Center
TKT-000355,ACC-000105,2025-08-09,Integration,Low,4.98,33.55,2.9,Phone
TKT-000356,ACC-000106,2025-10-04,Performance,Low,16.75,53.43,1.7,Help Center
TKT-000357,acc-000106,2025-09-13,Billing,Low,20.14,52.65,2.5,Chat
TKT-000358,ACC-000106,2026-02-23,Integration,Medium,20.16,33.97,2.8,Email
TKT-000359,ACC-000106,2025-11-08,Onboarding,High,22.18,60.74,1.6,Chat
TKT-000360,ACC-000107,2026-05-16,Performance,Medium,7.24,28.44,4.1,Email
TKT-000361,ACC-000107,2026-11-25,Onboarding,Medium,7.52,18.5,4.4,Email
TKT-000362,ACC-000108,2026-01-27,Performance,Medium,2.8,12.54,3.5,Chat
TKT-000363,ACC-000108,2026-05-15,Onboarding,Medium,11.23,57.4,5,Chat
TKT-000364,acc-000108,2026-12-07,Beta feature,High,9.57,43.89,4.2,Phone
TKT-000365,ACC-000108,2026-11-28,Onboarding,Urgent,18.15,68.77,5,Phone
TKT-000366,ACC 000109,2025-04-15,Beta feature,High,22.74,49.93,2.2,Chat
TKT-000367,ACC-000109,2025-03-17,Bug,Medium,11.05,43.58,2.0,Email
TKT-000368,ACC 000109,2025-11-26,Onboarding,Medium,3.93,4.93,3.2,Email
TKT-000369,ACC-000109,2025-05-04,Bug,Medium,8.98,37.81,2.2,Email
TKT-000370,ACC-000109,2025-07-01,Beta feature,Urgent,22.57,86.87,3.5,Email
TKT-000371,ACC 000110,2026-02-07,Onboarding,Medium,8.07,50.38,3.1,Email
TKT-000372,ACC-000110,2025-11-05,Onboarding,Medium,15.06,53.03,4.1,Chat
TKT-000373,ACC 000110,2026-09-14,Onboarding,High,17.74,67.59,2.7,Email
TKT-000374,ACC-000110,2026-07-23,Billing,Medium,8.6,29.5,2.4,Chat
TKT-000375,ACC-000112,2026-01-09,Onboarding,Urgent,21.22,46.31,2.2,Email
TKT-000376, ACC-000112 ,2025-12-16,Integration,Medium,22.38,59.95,3.5,Phone
TKT-000377, ACC-000112 ,2025-08-22,Onboarding,High,20.89,57.34,2.9,Chat
TKT-000378,ACC-000112,2025-12-19,Bug,High,11.17,30.43,1.9,Phone
TKT-000379, ACC-000113 ,2026-02-26,Onboarding,Medium,14.04,60.12,3.3,Email
TKT-000380,ACC-000113,2025-11-28,Onboarding,Medium,18.65,60.88,2.5,Help Center
TKT-000381,ACC-000113,2026-02-20,Performance,High,30.21,78.3,2.2,Email
TKT-000382,ACC 000114,2026-02-25,Performance,Low,5.04,35.17,2.8,Phone
TKT-000383,acc-000114,2025-07-14,Bug,Medium,3.62,41.97,5,Phone
TKT-000384,ACC-000114,2025-10-06,Performance,Medium,1.17,11.16,3.4,Email
TKT-000385, ACC-000114 ,2026-01-31,Integration,Low,0.2,46.66,3.8,Chat
TKT-000386,ACC-000116,2026-09-02,Performance,Medium,10.05,43.81,5,Phone
TKT-000387,ACC-000116,2026-09-14,Performance,Low,10.89,29.79,4.4,Email
TKT-000388,ACC-000117,2025-12-21,Integration,Medium,14.47,30.56,4.0,Email
TKT-000389,ACC-000117,2025-08-31,Performance,High,25.08,44.3,3.5,Chat
TKT-000390, ACC-000117 ,2025-10-29,Billing,High,21.77,75.84,2.6,Email
TKT-000391,acc-000117,2025-05-11,Performance,Medium,0.2,27.46,2.9,Email
TKT-000392,acc-000117,2025-03-24,Performance,High,19.35,57.57,2.6,Phone
TKT-000393,ACC-000117,2025-04-15,Onboarding,Urgent,17.86,57.26,1,Help Center
TKT-000394,ACC-000118,2026-01-02,Performance,Low,0.2,18.6,4.9,Chat
TKT-000395,ACC-000120,2026-10-27,Beta feature,High,13.3,56.84,2.7,Email
TKT-000396, ACC-000120 ,2026-06-24,Integration,Medium,13.31,38.03,4.7,Help Center
TKT-000397,ACC-000120,2026-10-02,Onboarding,High,15.72,42.5,1.8,Help Center
TKT-000398,acc-000120,2026-06-21,Beta feature,Medium,18.4,73.68,3.7,Email
TKT-000399,ACC-000122,2026-07-28,Billing,High,24.21,76.5,2.6,Chat
TKT-000400,ACC-000122,2026-05-18,Onboarding,High,12.24,24.27,3.9,Chat
TKT-000401,ACC 000122,2026-06-25,Integration,Medium,6.27,36.47,4.0,Chat
TKT-000402,acc-000122,2025-09-13,Onboarding,High,13.84,54.19,4.5,Chat
TKT-000403,ACC-000122,2026-03-25,Onboarding,Urgent,18.72,60.73,4.2,Chat
TKT-000404,ACC 000123,2025-10-14,Billing,Low,0.2,11.23,4.1,Email
TKT-000405,ACC-000123,2025-12-14,Performance,High,17.49,56.99,3.6,Chat
TKT-000406,ACC-000123,2026-05-11,Integration,Medium,7.74,23.75,3.2,Chat
TKT-000407,ACC-000123,2026-06-26,Onboarding,Medium,4.17,26.9,4.2,Chat
TKT-000408, ACC-000123 ,2026-04-13,Performance,Medium,0.2,28.72,3.7,Email
TKT-000409,ACC-000124,2025-10-08,Beta feature,Medium,5.16,60.38,4.1,Email
TKT-000410,ACC-000124,2025-10-23,Billing,Medium,11.52,39.26,4.5,Email
TKT-000411, ACC-000124 ,2025-06-15,Beta feature,Medium,10.46,36.45,5,Chat
TKT-000412,acc-000124,2026-02-06,Billing,Medium,9.67,21.86,5,Chat
TKT-000413, ACC-000124 ,2025-11-06,Beta feature,Medium,8.8,33.99,3.3,Email
TKT-000414,acc-000125,2026-04-20,Performance,Medium,13.22,56.11,5,Email
TKT-000415,ACC-000125,2026-02-26,Billing,Medium,5.46,33.73,4.0,Email
TKT-000416, ACC-000125 ,2025-12-05,Onboarding,Medium,4.43,39.96,4.5,Email
TKT-000417,ACC 000125,2025-12-03,Onboarding,Medium,2.67,13.07,4.5,Help Center
TKT-000418,acc-000125,2026-09-04,Beta feature,Medium,5.23,21.28,4.9,Chat
TKT-000419, ACC-000126 ,2026-07-20,Billing,Medium,14.88,57.48,4.6,Email
TKT-000420,ACC 000126,2026-10-07,Beta feature,Medium,9.44,27.1,3.1,Email
TKT-000421,ACC-000127,2025-08-22,Billing,High,16.28,51.04,3.3,Email
TKT-000422,ACC-000127,2026-01-12,Integration,Medium,6.48,20.67,4.7,Email
TKT-000423, ACC-000127 ,2025-12-30,Integration,Medium,7.12,23.31,4.3,Email
TKT-000424,ACC-000128,2026-05-02,Bug,High,13.79,50.32,3.2,Chat
TKT-000425,ACC 000128,2026-01-29,Bug,Medium,4.04,16.36,4.8,Help Center
TKT-000426,ACC-000128,2026-03-03,Integration,Medium,5.33,18.92,4.3,Chat
TKT-000427, ACC-000128 ,2026-08-21,Onboarding,Low,11.19,36.05,3.7,Chat
TKT-000428,ACC-000128,2026-07-07,Billing,Low,4.72,12.6,3.9,Email
TKT-000429,acc-000129,2026-05-16,Onboarding,Low,8.67,49.29,5,Chat
TKT-000430,ACC-000129,2026-09-16,Integration,Medium,13.07,35.74,3.4,Chat
TKT-000431,ACC-000129,2026-01-26,Billing,High,17.53,54.74,2.8,Phone
TKT-000432,ACC-000130,2026-09-01,Bug,Medium,8.62,32.22,3.3,Email
TKT-000433,ACC 000130,2026-04-24,Bug,High,18.85,57.86,2.0,Phone
TKT-000434,acc-000130,2026-07-21,Beta feature,Low,4.29,30.4,3.1,Phone
TKT-000435,ACC-000131,2025-11-16,Integration,Urgent,11.57,50.41,3.2,Email
TKT-000436,acc-000131,2025-07-26,Billing,Urgent,7.54,23.25,2.8,Chat
TKT-000437,acc-000131,2025-10-09,Billing,Medium,3.81,35.55,4.7,Help Center
TKT-000438,ACC-000132,2026-06-03,Bug,High,22.58,64.66,2.2,Help Center
TKT-000439,ACC 000132,2026-03-12,Bug,Low,5.15,41.24,4.1,Chat
TKT-000440, ACC-000132 ,2025-10-18,Onboarding,High,20.18,57.1,2.6,Chat
TKT-000441,ACC-000132,2026-09-01,Performance,Medium,5.44,55.89,3.4,Help Center
TKT-000442,ACC-000133,2026-10-05,Billing,High,26.49,73.14,3.4,Email
TKT-000443,ACC-000133,2026-03-26,Performance,Medium,2.01,53.18,5,Chat
TKT-000444,ACC-000133,2026-07-02,Billing,High,17.89,32.9,2.6,Email
TKT-000445,ACC 000134,2026-03-24,Integration,High,12.62,58.76,3.0,Chat
TKT-000446,ACC-000134,2026-05-16,Beta feature,Low,11.68,29.92,3.2,Email
TKT-000447,ACC 000134,2026-10-07,Onboarding,Urgent,27.26,70.85,1.8,Chat
TKT-000448,ACC-000135,2025-11-07,Billing,High,11.01,57.23,3.0,Email
TKT-000449,ACC-000135,2025-11-15,Billing,High,7.46,46.3,2.6,Chat
TKT-000450,ACC-000136,2025-08-01,Beta feature,High,18.25,55.48,3.2,Chat
TKT-000451,ACC-000136,2025-12-24,Bug,Low,10.7,29.77,4.2,Email
TKT-000452,ACC-000137,2026-10-18,Bug,Low,17.63,51.05,4.1,Help Center
TKT-000453, ACC-000137 ,2026-11-23,Bug,Low,17.57,45.17,4.0,Help Center
TKT-000454,ACC 000137,2026-07-16,Onboarding,High,25.19,68.48,2.1,Email
TKT-000455,ACC-000138,2026-03-05,Onboarding,High,32.57,90.33,1.7,Email
TKT-000456,ACC-000138,2026-02-19,Onboarding,High,32.26,78.28,1.5,Chat
TKT-000457,ACC 000138,2025-08-25,Bug,Medium,20.98,70.48,3.8,Email
TKT-000458,ACC 000138,2025-12-30,Onboarding,Urgent,23.91,50.99,1.4,Email
TKT-000459,ACC-000138,2025-11-24,Onboarding,Medium,19.0,39.05,3.3,Email
TKT-000460,acc-000139,2026-01-20,Beta feature,Low,0.98,10.26,5,Phone
TKT-000461,ACC 000139,2026-01-08,Integration,Medium,4.98,21.21,3.4,Chat
TKT-000462, ACC-000139 ,2025-12-27,Performance,Medium,3.29,13.98,5,Help Center
TKT-000463,acc-000139,2026-04-20,Integration,Medium,13.37,25.92,3.6,Email
TKT-000464,ACC-000140,2025-11-17,Integration,Medium,12.97,55.83,3.9,Chat
TKT-000465,ACC 000140,2026-03-20,Bug,High,17.06,59.46,3.8,Email
TKT-000466, ACC-000140 ,2026-02-22,Billing,Medium,0.2,24.19,4.5,Chat
TKT-000467,ACC-000140,2026-06-07,Performance,Medium,4.63,29.04,3.0,Help Center
TKT-000468,ACC-000140,2026-01-25,Performance,Medium,0.96,3.63,4.2,Chat
TKT-000469,ACC-000140,2025-10-11,Onboarding,Medium,10.16,31.2,3.9,Help Center
TKT-000470,ACC-000140,2026-06-28,Billing,High,18.94,46.2,4.0,Chat
TKT-000471,ACC-000141,2025-07-24,Beta feature,Low,19.64,56.18,4.5,Help Center
TKT-000472,acc-000141,2025-03-31,Onboarding,Medium,8.58,36.73,5,Email
TKT-000473,ACC 000143,2026-06-15,Performance,Medium,0.2,1.77,3.8,Phone
TKT-000474, ACC-000143 ,2026-06-18,Onboarding,Low,8.83,34.51,4.9,Email
TKT-000475,ACC 000143,2026-05-07,Onboarding,Low,16.4,63.02,3.3,Chat
TKT-000476,acc-000143,2026-04-27,Integration,Medium,11.74,41.04,4.8,Email
TKT-000477, ACC-000144 ,2026-10-08,Billing,High,12.09,39.33,3.2,Phone
TKT-000478, ACC-000144 ,2026-02-27,Onboarding,Medium,3.45,27.48,3.5,Email
TKT-000479, ACC-000144 ,2026-07-31,Onboarding,Low,6.64,7.99,4.8,Chat
TKT-000480,ACC-000144,2026-05-08,Onboarding,Medium,12.28,25.58,4.6,Email
TKT-000481, ACC-000145 ,2026-11-08,Onboarding,Low,10.73,39.16,3.8,Email
TKT-000482, ACC-000145 ,2026-07-15,Bug,Medium,0.2,6.9,4.6,Email
TKT-000483,ACC 000145,2026-06-06,Integration,Medium,1.14,25.8,4.7,Chat
TKT-000484,ACC-000146,2026-12-26,Performance,Medium,13.3,48.84,2.7,Phone
TKT-000485,ACC-000146,2026-07-30,Onboarding,Medium,25.67,67.37,4.4,Chat
TKT-000486,ACC 000146,2026-06-26,Performance,High,22.36,62.21,1.8,Email
TKT-000487,acc-000146,2026-06-18,Onboarding,Medium,11.4,56.06,5,Email
TKT-000488,acc-000147,2025-10-29,Bug,Low,1.39,10.65,3.5,Email
TKT-000489,ACC-000147,2026-04-07,Billing,Medium,5.31,14.77,3.6,Email
TKT-000490,ACC-000147,2025-08-08,Performance,High,12.51,33.95,3.6,Chat
TKT-000491,ACC 000147,2026-01-31,Performance,Medium,0.2,14.17,4.2,Email
TKT-000492,ACC-000148,2026-06-10,Onboarding,High,19.33,73.87,2.1,Chat
TKT-000493,ACC-000148,2026-06-04,Beta feature,High,28.7,63.72,1.9,Email
TKT-000494,ACC-000148,2025-10-18,Billing,Urgent,27.89,72.94,1.1,Email
TKT-000495,ACC 000149,2026-05-12,Bug,Low,12.46,32.13,3.7,Email
TKT-000496,ACC-000150,2026-04-07,Onboarding,Medium,16.12,64.62,4.0,Email
TKT-000497, ACC-000150 ,2025-11-06,Performance,Low,6.41,57.51,3.4,Chat
TKT-000498,ACC-000150,2026-07-01,Bug,High,10.89,50.85,4.6,Email
TKT-000499,ACC-000150,2026-07-26,Onboarding,High,5.08,38.32,3.2,Chat
TKT-000500, ACC-000151 ,2025-05-27,Performance,Medium,17.19,50.19,4.0,Chat
TKT-000501,ACC-000152,2026-02-24,Performance,Medium,10.01,61.61,1.7,Help Center
TKT-000502,acc-000153,2026-12-07,Bug,Medium,6.09,47.39,3.9,Phone
TKT-000503,ACC-000153,2026-09-30,Integration,Medium,1.45,20.55,5,Chat
TKT-000504,ACC-000153,2026-11-03,Performance,Medium,8.69,20.85,3.8,Chat
TKT-000505,ACC-000153,2026-10-24,Beta feature,Medium,6.04,26.64,3.6,Email
TKT-000506,ACC-000153,2026-03-23,Beta feature,Medium,7.77,37.8,2.8,Email
TKT-000507,ACC-000153,2026-08-01,Performance,Medium,9.54,23.63,3.5,Email
TKT-000508,ACC-000154,2026-05-17,Beta feature,Low,11.02,33.64,4.1,Email
TKT-000509,acc-000154,2025-11-26,Integration,High,23.54,66.46,2.8,Chat
TKT-000510,ACC-000154,2026-09-22,Beta feature,Medium,10.06,57.68,2.1,Chat
TKT-000511, ACC-000154 ,2026-02-05,Bug,Medium,10.62,14.65,4.1,Phone
TKT-000512,ACC 000155,2025-10-02,Beta feature,Medium,12.93,65.91,4.6,Email
TKT-000513,ACC 000156,2026-06-10,Onboarding,Medium,2.04,9.87,3.5,Phone
TKT-000514,acc-000156,2026-04-10,Integration,Medium,15.9,29.82,4.2,Email
TKT-000515,acc-000156,2026-05-18,Billing,Medium,18.44,39.65,4.5,Phone
TKT-000516, ACC-000157 ,2025-12-15,Beta feature,High,19.64,75.25,5.0,Email
TKT-000517,ACC-000157,2026-03-29,Performance,Low,2.33,41.19,4.3,Chat
TKT-000518,acc-000157,2026-01-14,Onboarding,Medium,11.49,16.33,4.1,Email
TKT-000519,ACC-000157,2026-02-10,Billing,Low,7.01,30.09,3.3,Email
TKT-000520, ACC-000157 ,2026-08-25,Performance,Low,9.99,10.99,3.8,Chat
TKT-000521,ACC 000157,2026-08-17,Billing,Medium,8.58,45.9,4.9,Phone
TKT-000522,ACC-000158,2026-02-22,Billing,Urgent,12.08,47.89,2.0,Email
TKT-000523,acc-000158,2026-05-19,Bug,Medium,6.79,28.83,2.8,Chat
TKT-000524,acc-000159,2025-08-11,Bug,Medium,8.61,50.28,3.4,Email
TKT-000525,ACC 000159,2025-11-02,Bug,Medium,9.34,44.95,4.3,Email
TKT-000526,ACC-000160,2026-05-14,Billing,Medium,16.3,50.58,3.1,Help Center
TKT-000527,ACC-000160,2025-12-22,Performance,Medium,11.59,57.57,2.4,Email
TKT-000528,ACC-000161,2026-04-22,Performance,Medium,8.61,39.22,5.0,Chat
TKT-000529,ACC-000161,2026-06-27,Bug,Medium,8.21,40.16,5,Chat
TKT-000530,ACC-000161,2025-10-13,Bug,Medium,5.71,18.73,4.6,Chat
TKT-000531,ACC-000161,2026-03-14,Performance,Low,4.74,44.42,4.9,Help Center
TKT-000532, ACC-000161 ,2026-01-31,Integration,Low,10.33,57.36,4.0,Email
TKT-000533,ACC-000162,2026-04-14,Performance,Medium,9.58,47.37,3.4,Email
TKT-000534,ACC 000162,2025-11-04,Integration,High,10.58,41.01,2.4,Chat
TKT-000535,ACC 000162,2025-12-27,Onboarding,Medium,14.61,23.52,4.4,Email
TKT-000536,ACC-000163,2026-02-06,Beta feature,High,13.1,44.7,2.8,Chat
TKT-000537, ACC-000163 ,2026-09-28,Beta feature,Low,7.89,26.55,3.6,Email
TKT-000538, ACC-000163 ,2026-02-12,Onboarding,Medium,14.97,45.1,4.4,Email
TKT-000539,ACC 000164,2026-01-31,Onboarding,High,15.43,50.26,2.7,Chat
TKT-000540,ACC-000164,2025-09-23,Bug,Low,8.94,42.53,4.1,Phone
TKT-000541, ACC-000165 ,2026-01-26,Bug,Low,13.11,39.11,2.9,Chat
TKT-000542,ACC 000165,2026-05-30,Onboarding,High,18.92,53.22,4.2,Chat
TKT-000543,ACC 000165,2026-06-26,Bug,High,19.39,50.97,4.0,Chat
TKT-000544,ACC-000165,2026-06-08,Integration,Medium,0.2,28.69,3.7,Email
TKT-000545,ACC 000166,2026-04-09,Onboarding,High,30.33,91.0,2.7,Email
TKT-000546,ACC-000166,2025-10-18,Beta feature,Low,15.03,41.42,2.5,Chat
TKT-000547,acc-000166,2026-04-06,Beta feature,High,23.07,53.98,1,Email
TKT-000548,ACC-000166,2026-02-27,Performance,Low,14.31,51.39,2.8,Email
TKT-000549,ACC-000167,2025-05-09,Integration,Low,5.6,26.28,4.6,Phone
TKT-000550, ACC-000167 ,2026-01-05,Bug,Low,0.2,31.67,4.3,Email
TKT-000551,ACC-000167,2025-07-11,Performance,High,22.49,51.91,2.3,Help Center
TKT-000552,acc-000167,2025-10-03,Onboarding,Medium,0.2,9.64,4.8,Chat
TKT-000553,ACC 000168,2026-06-09,Onboarding,High,5.6,20.11,3.5,Email
TKT-000554,ACC-000168,2026-01-06,Billing,Medium,9.36,22.9,4.3,Email
TKT-000555,ACC-000169,2025-04-25,Billing,Low,19.33,54.71,2.1,Help Center
TKT-000556,ACC-000169,2025-03-12,Onboarding,Medium,7.04,47.97,4.2,Email
TKT-000557,ACC-000169,2025-05-13,Bug,Medium,17.99,50.16,2.6,Email
TKT-000558, ACC-000170 ,2026-04-26,Onboarding,High,10.34,13.01,4.1,Chat
TKT-000559,ACC 000170,2025-11-09,Performance,Medium,8.94,17.2,4.3,Chat
TKT-000560,acc-000170,2026-06-15,Onboarding,Low,4.57,30.98,4.4,Email
TKT-000561,ACC-000170,2025-11-26,Bug,Medium,11.63,26.31,4.9,Email
TKT-000562,acc-000170,2026-05-20,Integration,High,10.85,59.54,3.9,Email
TKT-000563,ACC-000170,2025-11-06,Bug,Urgent,30.19,86.19,3.7,Email
TKT-000564,ACC-000170,2026-09-13,Integration,Low,5.94,30.54,4.6,Chat
TKT-000565,ACC-000171,2026-02-25,Beta feature,Urgent,20.12,47.25,4.0,Email
TKT-000566,ACC-000171,2025-08-07,Beta feature,Medium,6.21,29.9,5.0,Chat
TKT-000567,ACC-000171,2025-06-08,Integration,Medium,2.47,19.66,4.8,Help Center
TKT-000568, ACC-000171 ,2025-08-21,Billing,Low,5.47,14.89,4.0,Email
TKT-000569,ACC-000171,2025-11-09,Integration,Low,14.21,33.85,5,Email
TKT-000570,ACC-000171,2025-06-03,Integration,High,19.77,60.26,1.9,Chat
TKT-000571,ACC-000172,2026-03-30,Integration,High,29.89,77.38,3.4,Phone
TKT-000572,acc-000172,2026-06-20,Onboarding,Low,18.52,49.82,2.3,Email
TKT-000573,ACC-000172,2025-11-05,Billing,Low,12.03,40.61,3.6,Email
TKT-000574, ACC-000173 ,2025-10-15,Integration,Low,12.11,29.76,3.8,Email
TKT-000575,ACC-000173,2026-04-24,Billing,Medium,14.35,26.62,3.1,Email
TKT-000576,ACC-000173,2025-12-06,Integration,High,20.89,58.42,2.1,Email
TKT-000577,ACC-000175,2025-10-22,Performance,Low,5.24,50.25,3.2,Phone
TKT-000578,ACC-000175,2025-11-12,Integration,High,23.08,58.49,2.3,Chat
TKT-000579, ACC-000175 ,2025-08-07,Integration,Low,11.66,48.05,3.1,Help Center
TKT-000580,ACC-000175,2026-05-20,Beta feature,Medium,8.68,33.57,4.8,Chat
TKT-000581,ACC-000176,2025-11-29,Bug,Low,10.14,40.48,3.5,Chat
TKT-000582,ACC-000176,2026-08-12,Billing,Medium,5.9,14.9,4.1,Help Center
TKT-000583,ACC 000177,2025-05-15,Integration,Low,10.08,37.2,4.1,Email
TKT-000584,ACC-000177,2025-07-13,Bug,Medium,5.81,39.46,3.9,Email
TKT-000585,acc-000177,2025-03-31,Bug,Medium,11.11,23.99,5,Email
TKT-000586,ACC 000179,2026-02-20,Beta feature,Medium,17.39,54.0,2.7,Chat
TKT-000587,ACC-000179,2025-10-29,Onboarding,Low,10.69,25.52,2.8,Email
TKT-000588,ACC 000179,2025-06-17,Performance,Urgent,29.75,91.35,1,Email
TKT-000589,ACC-000180,2025-11-06,Bug,Low,0.2,1.42,4.6,Chat
TKT-000590,ACC-000180,2025-08-21,Bug,Medium,6.61,7.61,3.0,Phone
TKT-000591,acc-000180,2025-12-04,Integration,Medium,8.38,32.3,4.4,Chat
TKT-000592,ACC 000180,2025-11-02,Integration,Medium,2.64,24.9,3.2,Chat
TKT-000593,acc-000181,2026-06-20,Billing,High,25.27,79.17,5.0,Email
TKT-000594,ACC-000181,2026-11-04,Performance,Low,2.29,6.93,4.5,Chat
TKT-000595,ACC 000182,2026-04-24,Billing,Medium,10.71,40.63,2.5,Help Center
TKT-000596,acc-000182,2025-08-08,Bug,Medium,7.74,28.38,4.2,Help Center
TKT-000597,ACC-000183,2026-01-10,Onboarding,Medium,3.75,28.97,4.0,Email
TKT-000598,ACC 000183,2026-09-15,Onboarding,Medium,16.65,38.65,3.6,Email
TKT-000599,ACC 000183,2026-06-18,Onboarding,Medium,6.21,44.52,2.4,Email
TKT-000600,ACC-000184,2026-10-08,Performance,High,29.13,64.69,1,Email
TKT-000601,ACC 000186,2025-03-11,Onboarding,Medium,6.02,19.97,2.4,Phone
TKT-000602,ACC-000186,2026-01-14,Performance,Medium,12.34,48.37,4.1,Email
TKT-000603,ACC 000188,2026-04-10,Onboarding,Medium,21.65,76.0,1.9,Email
TKT-000604,ACC-000188,2026-04-06,Beta feature,High,30.14,83.8,1.0,Phone
TKT-000605,ACC 000188,2026-09-06,Performance,High,27.5,89.09,3.2,Email
TKT-000606,ACC-000189,2026-07-11,Onboarding,High,22.13,87.22,2.9,Chat
TKT-000607,ACC-000189,2026-06-14,Bug,High,24.89,64.38,3.1,Chat
TKT-000608,ACC 000189,2026-08-12,Billing,High,21.06,69.9,1.6,Email
TKT-000609,ACC-000189,2026-05-15,Billing,Medium,13.75,51.7,3.4,Email
TKT-000610, ACC-000190 ,2026-02-14,Performance,Urgent,6.77,38.99,3.2,Email
TKT-000611,ACC 000190,2025-06-29,Onboarding,Low,9.06,40.4,5,Chat
TKT-000612,acc-000190,2025-08-13,Performance,High,17.52,50.69,4.1,Email
TKT-000613,ACC-000190,2025-07-13,Integration,Medium,1.95,24.0,5,Email
TKT-000614,acc-000190,2026-04-12,Onboarding,Low,8.58,49.0,4.9,Chat
TKT-000615, ACC-000191 ,2026-04-18,Billing,High,6.43,26.95,4.0,Email
TKT-000616,ACC-000191,2026-03-11,Billing,Low,7.87,37.42,3.8,Chat
TKT-000617,ACC-000191,2026-06-19,Integration,Low,6.14,41.75,4.1,Email
TKT-000618,acc-000193,2026-03-09,Billing,Low,6.44,39.35,4.0,Help Center
TKT-000619,ACC-000193,2025-09-28,Bug,Urgent,13.8,59.7,3.5,Chat
TKT-000620,ACC-000193,2025-11-08,Onboarding,Medium,10.93,58.17,3.4,Email
TKT-000621,ACC 000194,2025-09-30,Performance,Medium,17.74,63.54,2.1,Help Center
TKT-000622,ACC-000194,2026-02-03,Beta feature,Medium,11.73,48.0,5,Phone
